"sku_id","条形码(upc/ean等)","商品类目名称","商品类目ID","app_spu_code","商品名称","商品图片","封面视频","店内分类","所处店内分类数量","规格名称","规格图","规格图url","店内码/货号","价格","库存","售卖状态","月售","重量","重量单位","起购数","货架码/位置码","创建时间","商品卖点","卖点展示期","文字详情","图片详情","品牌商图片详情","生产日期","到期日期","是否临期","是否过期","发货模式","预售的可配送时间","可售时间","商品属性","力荐","无理由退货","组合商品","参与的组合商品","是否四轮配送","合规状态","违规下架","必填信息缺失","审核状态","审核结果","顾客端聚合展示","商品限购","商品“缺货后库存自动清0”","库存清0时机","类目属性"
"37774648769","6901285991219","包装饮用水","200000159","mtcode_1958497253539631146","怡宝Cestbon 饮用纯净水 555ml/瓶","有","无","水","1","555ml*1瓶","无","","","4.0","559","售卖中","0","555.0","毫升(ml)","1","","2025年8月21日-19:28","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货（一次性包装破损不支持)","否","","否","","","否","已通过","","怡宝Cestbon 饮用纯净水 555ml/瓶","","是","“商家”或“顾客”因缺货取消订单","品牌：怡宝（Cestbon）。商品类别：纯净水。包装方式：瓶装。单件容量：555ml。"
"44194868499","2080260575256","家用五金工具","200005422","5fdc89c4c938e63ba3dae833eb754032","【90度直角固定器】五金配件 L型铁角码家具连接件加厚固定平角码一个","有","无","装修用品>角码","1","默认规格","无","","9780106719","4.0","995","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:59","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：夹类-C口夹。"
"44194414370","2080139794924","牙线/牙签","200000031","f5ef36b59d329458b8173d75e753f48d","剔牙牙线超细盒装家庭装高档高分子成人一次性高弹力牙签神器家用30支","有","无","无分类1>日常必须品","1","","无","","9780112449","4.0","896","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:26","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货（一次性包装破损不支持)","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：牙线棒细滑线。国产/进口：国产。"
"44193626122","2080524507115","便签贴","200005213","304e653808f73fcc55e443acba3774ac","晨光优事贴异形便签创意卡通贴纸便利强粘办公记事留言便利贴学生一包","有","无","文具>贴纸","1","树","无","","9780101895","4.0","997","售卖中","0","20.0","克(g)","1","","2026年1月2日-13:39","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44193626123","2080105956929","便签贴","200005213","304e653808f73fcc55e443acba3774ac","晨光优事贴异形便签创意卡通贴纸便利强粘办公记事留言便利贴学生一包","有","无","文具>贴纸","1","五角星","无","","9780101896","4.0","888","售卖中","0","20.0","克(g)","1","","2026年1月2日-13:39","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44196567303","2080148390339","绘画/DIY/串珠玩具","900000244","d976276dd68b16a6fc6246377bff9ed5","网红极限起泡胶史莱姆M家彩泥解压泥起泡王","有","无","无分类1>日常必须品","1","","无","","9780107419","4.0","6526","售卖中","0","500.0","克(g)","1","","2026年1月2日-14:02","","","","无","无","","","","","正常售卖","","营业全时段","颜色：粉色，黄色，蓝色，紫色，绿色，白色。","否","7天无理由退货（一次性包装破损不支持)","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：极限。商品类别：粘土。适用年龄：5岁及以上。"
"44195960694","2080670246821","本册","200005212","50391a2e195f8c3b1765c920ef0e73eb","嘉升笔记本软皮抄本B5笔记本纸质商务笔记事本子学生笔记本颜色随机一本","有","无","文具>本子","1","","无","","9780101901","4.0","697","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:39","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：嘉升。商品类别：笔记本/记事本。内页样式：横线。"
"44194431331","2080404920256","厨房储物器皿","200004995","d8f0986351674f94eb36d12eb3607274","摆摊清仓塑料筐长方形加厚幼儿园洗菜","有","无","厨房用品>菜蓝","1","蓝色25*16cm","无","","9780107098","4.0","9999","售卖中","0","30.0","克(g)","1","","2026年1月2日-14:00","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：收纳筐/篮。"
"44194431332","2080472686467","厨房储物器皿","200004995","d8f0986351674f94eb36d12eb3607274","摆摊清仓塑料筐长方形加厚幼儿园洗菜","有","无","厨房用品>菜蓝","1","蓝色33*24cm","无","","9780107099","5.5","999","售卖中","0","50.0","克(g)","1","","2026年1月2日-14:00","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：收纳筐/篮。"
"44194431333","2080516397182","厨房储物器皿","200004995","d8f0986351674f94eb36d12eb3607274","摆摊清仓塑料筐长方形加厚幼儿园洗菜","有","无","厨房用品>菜蓝","1","红色43*33cm","无","","9780107100","8.0","8888","售卖中","0","100.0","克(g)","1","","2026年1月2日-14:00","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：收纳筐/篮。"
"44194660946","2080317522547","服饰配件","900000249","6cb9d6fd0a6a9a3b126fe693b575e4c5","防走光贴双面透明贴一字v领防走光神器防漏防狼光贴连衣裙固定贴一片","有","无","美妆类>化妆用品","1","","无","","9780101373","4.0","996","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:32","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44194633295","2080111714278","收纳箱盒/收纳篮","200001647","3e132a259d931a3d9c57f011bb2c8099","邮政泡沫箱保温箱1-2-3-7号专用快递打包生鲜电商冷冻盒子一个","有","无","日用百货>箱子","1","20×10×13CM","无","","9780106759","4.0","961","售卖中","0","200.0","克(g)","1","","2026年1月2日-14:00","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：整理箱/储物箱。材质：金属。特点：保温。"
"44194633296","2080364452309","收纳箱盒/收纳篮","200001647","3e132a259d931a3d9c57f011bb2c8099","邮政泡沫箱保温箱1-2-3-7号专用快递打包生鲜电商冷冻盒子一个","有","无","日用百货>箱子","1","41×27×19CM","无","","9780106760","10.0","886","售卖中","0","200.0","克(g)","1","","2026年1月2日-14:00","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：整理箱/储物箱。材质：金属。特点：保温。"
"44194633297","2080502486593","收纳箱盒/收纳篮","200001647","3e132a259d931a3d9c57f011bb2c8099","邮政泡沫箱保温箱1-2-3-7号专用快递打包生鲜电商冷冻盒子一个","有","无","日用百货>箱子","1","50×38×27","无","","9780106761","20.0","543","售卖中","0","200.0","克(g)","1","","2026年1月2日-14:00","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：整理箱/储物箱。材质：金属。特点：保温。"
"44194633298","2080564058585","收纳箱盒/收纳篮","200001647","3e132a259d931a3d9c57f011bb2c8099","邮政泡沫箱保温箱1-2-3-7号专用快递打包生鲜电商冷冻盒子一个","有","无","日用百货>箱子","1","60×45×36CM","无","","9780106762","63.0","5584","售卖中","0","200.0","克(g)","1","","2026年1月2日-14:00","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：整理箱/储物箱。材质：金属。特点：保温。"
"44195395770","2080144628399","美甲工具","200001338","5d43267fe793770a3785c15665b2f762","指甲剪单个指甲刀德国进口套装指甲钳修甲美甲工具家用甲沟修脚钳","有","无","无分类1>日常必须品","1","小号5.5cm","无","","9780111942","4.0","5551","售卖中","0","200.0","克(g)","1","","2026年1月2日-14:19","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货（一次性包装破损不支持)","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：指甲修剪工具。国产/进口：国产。"
"44195395771","2080510560933","美甲工具","200001338","5d43267fe793770a3785c15665b2f762","指甲剪单个指甲刀德国进口套装指甲钳修甲美甲工具家用甲沟修脚钳","有","无","无分类1>日常必须品","1","中号斜嘴7cm","无","","9780111943","5.0","9976","售卖中","0","400.0","克(g)","1","","2026年1月2日-14:19","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货（一次性包装破损不支持)","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：指甲修剪工具。国产/进口：国产。"
"44195521432","2080530886303","烧烤用品","200004994","20882a5e90fbd9873797aca4c7f1e83d","烧烤家用竹签批发羊肉串麻辣烫签子串串香一次性小吃竹签子关东煮一包","有","无","无分类1>日常必须品","1","","无","","9780100103","4.0","889","售卖中","0","200.0","克(g)","1","","2026年1月2日-13:26","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：竹签。"
"44196541474","2080569032610","包装饮用水","200000159","a1d8b869db1258f1858cf5f3a9bf2a07","怡宝 纯净水矿泉水饮用水555ml","有","无","无分类1>日常必须品","1","555毫升","无","","9780111424","4.0","4520","售卖中","0","555.0","毫升(ml)","1","","2026年1月2日-14:17","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货（一次性包装破损不支持)","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：怡宝（Cestbon）。商品类别：纯净水。"
"44196645638","2080441990373","挂钩粘钩","200001646","b27a6d4be9ed7a428c874d5aec3f49f2","单独钩子,不锈钢大挂钩,适合自带贴片使用 201不锈钢挂钩","有","无","装修用品>挂钩","1","","无","","9780112400","4.0","9999","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:51","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44193273858","2080270293065","图钉/回形针/大头针","200005266","8e1bdc48289691a2d6a1b55ddfb378c1","得力0024回形针彩色办公回形针分类整理曲别针七彩糖果色万字夹塑一盒","有","无","文具>办公和学习用品","1","","无","","9780101871","4.0","999","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:38","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","材质：金属。"
"44196049076","2080776087229","家用五金工具","200005422","dac5d76c6c4dd9cbf59a35a5bb1207bd","铁角码90度连接件直角L型角码角铁支架桌椅固定件角码加固件平面一个","有","无","装修用品>角码","1","默认规格","无","","9780105648","4.0","975","售卖中","0","13.0","克(g)","1","","2026年1月2日-13:55","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：夹类-C口夹。"
"44193438932","2080426687397","图钉/回形针/大头针","200005266","d6a5f1974faa9548e53f812b9303c4d5","得力回形针盒装办公用品多款u型曲别针三角回型针装订文具镀镍","有","无","文具>办公和学习用品","1","","无","","9780101838","4.0","9994","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:38","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","材质：金属。"
"44197963362","2080567763981","胶带","200005263","25400ebfb3114dfe60158f2d3640752f","透明胶带大号宽胶带快递打包封口胶布胶纸大卷高粘度纳米双面胶","有","无","工具大全>胶布","1","面宽3.5CM小卷","无","","9780111601","4.0","476","售卖中","0","100.0","克(g)","1","","2026年1月2日-14:17","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","材质：pvc。商品类别：透明胶带。"
"44197963363","2080694280764","胶带","200005263","25400ebfb3114dfe60158f2d3640752f","透明胶带大号宽胶带快递打包封口胶布胶纸大卷高粘度纳米双面胶","有","无","工具大全>胶布","1","宽度4.6cm","无","","9780111602","8.0","9891","售卖中","0","80.0","克(g)","1","","2026年1月2日-14:17","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","材质：pvc。商品类别：透明胶带。"
"44197963364","2080640814210","胶带","200005263","25400ebfb3114dfe60158f2d3640752f","透明胶带大号宽胶带快递打包封口胶布胶纸大卷高粘度纳米双面胶","有","无","工具大全>胶布","1","面宽6cm","无","","9780111603","12.0","9915","售卖中","0","128.0","克(g)","1","","2026年1月2日-14:17","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","材质：pvc。商品类别：透明胶带。"
"44197442382","2080731843518","垃圾袋","200005468","c91423ab81008c2f31e208077bd76760","自动收口垃圾袋家用加厚拉绳手提式塑料袋子厨房中大号一次性袋子","有","无","日用百货>袋子","1","5卷","无","","9780107703","16.0","9939","售卖中","0","20.0","克(g)","1","","2026年1月2日-14:03","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44197442383","2080639517115","垃圾袋","200005468","c91423ab81008c2f31e208077bd76760","自动收口垃圾袋家用加厚拉绳手提式塑料袋子厨房中大号一次性袋子","有","无","日用百货>袋子","1","一卷","无","","9780107704","4.0","6533","售卖中","0","40.0","克(g)","1","","2026年1月2日-14:03","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44548799765","","其他园艺用品","400000759","mtcode_2011608715812163664","生石灰粉高纯度杀虫消毒种菜驱虫净水除湿杀菌","有","无","无分类1>日常必须品","1","1斤","无","","","4.1","556","售卖中","0","699.0","克(g)","1","","2026年1月15日-09:17","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44548799766","","其他园艺用品","400000759","mtcode_2011608715812163664","生石灰粉高纯度杀虫消毒种菜驱虫净水除湿杀菌","有","无","无分类1>日常必须品","1","10斤","无","","","38.0","888","售卖中","0","889.0","克(g)","1","","2026年1月15日-09:17","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44196003550","2080592315285","本册","200005212","0c63e973dcabfe6b7efb730d0f76117f","爆款全彩B5办公软抄本笔记本耐用办公记事本学生日记本单行本文具颜色随机一本","有","无","文具>本子","1","","无","","9780101797","4.2","6665","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:39","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：好好。商品类别：笔记本/记事本。内页样式：横线。"
"44195155874","2080540514036","一次性餐具","200005009","26bb61259d7ce61941d87c6831e47305","一次性勺子独立包装勺子商用摆摊慕斯蛋糕加厚食品级材质叉子5个","有","无","日用百货>一次性；厨房用品>欧式餐具","2","","无","","9780112395","4.25","9998","售卖中","0","50.0","克(g)","1","","2026年1月2日-14:02","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","数量：系统生成请修改。"
"44193875915","2080305375636","收纳袋/密封袋","200005460","b6e694d293870b5d68a039afe69a1d1c","灰色新款双层PEVA旅行收纳袋卡通防潮袋衣服防尘包装袋抽绳束口鞋子袋","有","无","日用百货>袋子","1","36.5×46.5cm大号","无","","9780106281","6.0","6554","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:57","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44193875916","2080154811392","收纳袋/密封袋","200005460","b6e694d293870b5d68a039afe69a1d1c","灰色新款双层PEVA旅行收纳袋卡通防潮袋衣服防尘包装袋抽绳束口鞋子袋","有","无","日用百货>袋子","1","31×40cm小号","无","","9780106282","4.5","6651","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:57","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44194700485","2080145547910","便签贴","200005213","b436068af8f174f6e938311ba7e356e7","1包爱心便利贴便签彩色便条纸学生创意粘贴心形记事ins贴纸3*3/100张","有","无","文具>贴纸","1","","无","","9780101893","4.5","997","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:39","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44195263770","2080449765928","浴室用品","200001644","14a4ebc2714a69625d6aa81ef6c6a4c1","浴帽女防水可爱头套成人女士沐浴帽厨房防油烟帽随机颜色","有","无","日常用品>帽子；浴卫用品>沐浴花洒","2","","无","","9780106880","4.5","6887","售卖中","0","50.0","克(g)","1","","2026年1月2日-14:00","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44196461407","2080411224798","美工刀","200005244","1a842b2a3aca4c12a6765378e21a48b1","美工壁纸刀大号裁纸刀重型工具刀大码刀架手工刀片工业用美工刀","有","无","厨房用品>刀具","1","刀身内带多刀片款（黄黑色）","无","","9780111325","10.0","5872","售卖中","0","6.0","克(g)","1","","2026年1月2日-14:16","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44196461408","2080298674600","美工刀","200005244","1a842b2a3aca4c12a6765378e21a48b1","美工壁纸刀大号裁纸刀重型工具刀大码刀架手工刀片工业用美工刀","有","无","厨房用品>刀具","1","刀身内带多刀片款红色","无","","9780111326","10.0","5851","售卖中","0","6.0","克(g)","1","","2026年1月2日-14:16","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44196461409","2080764134843","美工刀","200005244","1a842b2a3aca4c12a6765378e21a48b1","美工壁纸刀大号裁纸刀重型工具刀大码刀架手工刀片工业用美工刀","有","无","厨房用品>刀具","1","常规款（颜色随机）","无","","9780111327","4.5","4649","售卖中","0","4.0","克(g)","1","","2026年1月2日-14:16","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44196461410","2080128073450","美工刀","200005244","1a842b2a3aca4c12a6765378e21a48b1","美工壁纸刀大号裁纸刀重型工具刀大码刀架手工刀片工业用美工刀","有","无","厨房用品>刀具","1","刀身自带多刀片加强版（钢色）","无","","9780111328","15.0","9874","售卖中","0","13.0","克(g)","1","","2026年1月2日-14:16","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44194701448","2080707736882","橡皮","200005236","8da2dab7758b8060f9e03e8afd60fffa","晨光推动橡皮Q4201纽扣推拉橡皮可替换芯擦拭干净无痕少屑一个","有","无","文具>橡皮擦","1","","无","","9780102125","4.5","9998","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:40","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：晨光（M&G）。"
"44193901603","2080478581483","驱蚊杀虫","200001349","aec03d6ab0ebd0f18d810da7e7fa7461","好好棒棒糖苍蝇拍1把(颜色随机)","有","无","无分类1>日常必须品","1","","无","","9780100065","4.5","6999","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:26","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","国产/进口：国产。品牌：好好。商品类别：苍蝇拍。"
"44195153459","2080680331586","收纳袋/密封袋","200005460","7997e1c9e7cbba730677231e97e28d17","新款双层PEVA旅行收纳袋卡通防潮袋衣服防尘包装袋抽绳束口鞋子袋","有","无","日用百货>袋子","1","36.5×46.5cm大号","无","","9780106420","6.0","6552","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:58","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44195153460","2080258830374","收纳袋/密封袋","200005460","7997e1c9e7cbba730677231e97e28d17","新款双层PEVA旅行收纳袋卡通防潮袋衣服防尘包装袋抽绳束口鞋子袋","有","无","日用百货>袋子","1","31×40cm小号","无","","9780106421","4.5","6654","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:58","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44195415867","2080301415060","便签贴","200005213","125bb0ecc84fc55a8e453cdb82d45115","便利贴标签索引贴半透明分类指示记事办公创意指示荧光","有","无","文具>贴纸","1","","无","","9780101849","4.5","999","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:39","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"44195571409","2080586097913","便签贴","200005213","e3447fc8063017f547100c664d86751c","晨光文具办公用3X3多彩便条纸YS-10便签本便利贴创意便签纸学生一包","有","无","文具>贴纸","1","","无","","9780101904","4.5","6991","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:38","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：晨光（M&G）。"
"44196441097","2080310069483","猫玩具","200002373","f5a4b5b514eaa5c5d1b4af84f458dba2","猫玩具吸盘弹簧逗猫棒吸盘羽毛铃铛吸附式猫玩具成幼猫咪玩具","有","无","宠物用品>宠物日用","1","","无","","9780112367","4.5","6999","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:41","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：隧道。"
"44195783363","2080397499999","一次性餐具","200005009","f357ca13bb501cb1959770e675e12571","1000ml一次性餐盒外卖打包盒水果捞盒带盖透明保鲜盒子","有","无","无分类1>日常必须品","1","","无","","9780109346","4.5","665","售卖中","0","100.0","克(g)","1","","2026年1月2日-14:10","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","数量：系统生成请修改。商品类别：一次性餐盒。"
"44196090706","2080445689617","便签贴","200005213","e9e53319467092ab0c652bc1faa5f257","晨光学生用便利贴三分条彩色优事贴留言便签纸YS-14","有","无","文具>贴纸","1","","无","","9780101853","4.5","998","售卖中","0","50.0","克(g)","1","","2026年1月2日-13:39","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：晨光（M&G）。"
"44195390818","2080710820851","袜子","200002058","1d7eca8fdc8a323c35300aa5155dc0cc","1双中筒字母袜子男黑白色春夏秋款粗线防臭吸汗透气高弹ins风袜","有","无","日常用品>袜子","1","随机高筒一双","无","","9780112427","4.5","6666","售卖中","0","50.0","克(g)","1","","2026年1月2日-14:10","","","","无","无","","","","","正常售卖","","营业全时段","","否","不支持7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","适用季节：四季。面料成分：棉。商品类别：常规袜。"
"44195390819","2080268315427","袜子","200002058","1d7eca8fdc8a323c35300aa5155dc0cc","1双中筒字母袜子男黑白色春夏秋款粗线防臭吸汗透气高弹ins风袜","有","无","日常用品>袜子","1","随机中筒一双","无","","9780112428","4.5","9996","售卖中","0","50.0","克(g)","1","","2026年1月2日-14:10","","","","无","无","","","","","正常售卖","","营业全时段","","否","不支持7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","适用季节：四季。面料成分：棉。商品类别：常规袜。"
"44195390820","2080610074606","袜子","200002058","1d7eca8fdc8a323c35300aa5155dc0cc","1双中筒字母袜子男黑白色春夏秋款粗线防臭吸汗透气高弹ins风袜","有","无","日常用品>袜子","1","随机低筒一双","无","","9780112429","4.5","9999","售卖中","0","50.0","克(g)","1","","2026年1月2日-14:10","","","","无","无","","","","","正常售卖","","营业全时段","","否","不支持7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","适用季节：四季。面料成分：棉。商品类别：常规袜。"
"44195459441","2080761960742","家用五金工具","200005422","723d8f465b69263c9f727153727e0cb0","角铁彩锌角码木板桌椅橱柜衣柜固定连接件90度直角层板托L型一个1","有","无","装修用品>角码","1","默认规格","无","","9780105335","4.5","925","售卖中","0","100.0","克(g)","1","","2026年1月2日-13:54","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","商品类别：夹类-C口夹。"
"29708947199","6975632269085","修正液","200005237","mtcode_1873354298604658764","雪霸 涂刷两用修正液 18ml/瓶","有","无","日用百货>文具用品","1","18ml*1瓶","无","","","4.8","9999","售卖中","0","18.0","毫升(ml)","1","","2024年12月29日-21:04","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","品牌：雪霸。规格（ml）：18。"
"44196888995","2080524195954","棉签/棉棒","200004863","200eb69bbc0b56db84a3b4716ee29928","棉签掏耳木棒化妆无菌消毒家用尖头棉花棒双头卸妆改妆一次性/包","有","无","无分类1>日常必须品","1","","无","","9780112024","4.8","6915","售卖中","0","5.0","克(g)","1","","2026年1月2日-14:18","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货（一次性包装破损不支持)","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单","国产/进口：国产。"
"38775237863","","浴室用品","200001644","mtcode_1968165833327255618","创意杯子家用刷牙漱口杯学生宿舍牙杯情侣可爱漱口杯儿童刷牙杯","有","无","日用百货>杯子口中","1","不带盖子（款式颜色随机）","无","","","5.0","666","售卖中","0","66.0","克(g)","1","","2025年9月17日-12:03","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
"38775237864","","浴室用品","200001644","mtcode_1968165833327255618","创意杯子家用刷牙漱口杯学生宿舍牙杯情侣可爱漱口杯儿童刷牙杯","有","无","日用百货>杯子口中","1","带盖子（款式颜色随机）","无","","","5.0","566","售卖中","0","566.0","克(g)","1","","2025年9月17日-12:03","","","","无","无","","","","","正常售卖","","营业全时段","","否","7天无理由退货","否","","否","","","否","已通过","","","","是","“商家”或“顾客”因缺货取消订单",""
